image_id,room,class_id,class_name,confidence,is_indoor_relevant,x1,y1,x2,y2,center_x,center_y,area_ratio
hallway/hallway_04_pexels_7018386.jpg,hallway,60,dining table,0.301112,True,0.206657,0.589717,0.241035,0.63256,0.223846,0.611138,0.001473
living_room/living_01_pexels_7534559.jpg,living_room,58,potted plant,0.850454,True,0.877291,0.450452,0.957675,0.609454,0.917483,0.529953,0.012781
living_room/living_01_pexels_7534559.jpg,living_room,57,couch,0.784377,True,0.50281,0.527228,0.843403,0.731902,0.673107,0.629565,0.06971
living_room/living_01_pexels_7534559.jpg,living_room,56,chair,0.727184,True,0.391517,0.544711,0.465779,0.63707,0.428648,0.590891,0.006859
living_room/living_01_pexels_7534559.jpg,living_room,58,potted plant,0.549898,True,0.343457,0.501041,0.3789,0.593808,0.361178,0.547424,0.003288
living_room/living_01_pexels_7534559.jpg,living_room,58,potted plant,0.527863,True,0.466585,0.49562,0.502522,0.606331,0.484553,0.550976,0.003979
living_room/living_01_pexels_7534559.jpg,living_room,57,couch,0.456952,True,0.851858,0.685756,0.999212,0.984513,0.925535,0.835135,0.044023
living_room/living_01_pexels_7534559.jpg,living_room,57,couch,0.301174,True,0.197378,0.58066,0.327136,0.70285,0.262257,0.641755,0.015855
living_room/living_01_pexels_7534559.jpg,living_room,56,chair,0.297743,True,0.196271,0.580189,0.327277,0.70245,0.261774,0.641319,0.016017
living_room/living_02_pexels_10161225.jpg,living_room,57,couch,0.939064,True,0.000713,0.534064,0.345643,0.991816,0.173178,0.76294,0.157892
living_room/living_02_pexels_10161225.jpg,living_room,57,couch,0.86045,True,0.362307,0.516955,0.800442,0.710909,0.581375,0.613932,0.084978
living_room/living_02_pexels_10161225.jpg,living_room,58,potted plant,0.842318,True,0.242266,0.264681,0.350537,0.607714,0.296401,0.436198,0.037141
living_room/living_02_pexels_10161225.jpg,living_room,56,chair,0.651658,True,0.928466,0.538808,0.999627,0.711348,0.964047,0.625078,0.012278
living_room/living_02_pexels_10161225.jpg,living_room,62,tv,0.569599,True,0.892647,0.460971,0.962968,0.534207,0.927808,0.497589,0.00515
living_room/living_02_pexels_10161225.jpg,living_room,73,book,0.381579,True,0.482615,0.732589,0.584053,0.786798,0.533334,0.759693,0.005499
living_room/living_02_pexels_10161225.jpg,living_room,56,chair,0.33197,True,0.592373,0.619655,0.682331,0.754434,0.637352,0.687045,0.012125
living_room/living_03_pexels_6186821.jpg,living_room,56,chair,0.926572,True,0.598131,0.553963,0.951498,0.993554,0.774815,0.773758,0.155337
living_room/living_03_pexels_6186821.jpg,living_room,57,couch,0.858751,True,0.012119,0.550451,0.535127,0.992447,0.273623,0.771449,0.231167
living_room/living_03_pexels_6186821.jpg,living_room,62,tv,0.846392,True,0.637568,0.278683,0.866568,0.562283,0.752068,0.420483,0.064945
living_room/living_03_pexels_6186821.jpg,living_room,58,potted plant,0.448882,True,0.000125,0.35628,0.059082,0.503501,0.029603,0.42989,0.00868
living_room/living_04_pexels_7511701.jpg,living_room,57,couch,0.911823,True,0.0,0.559243,0.495643,0.989095,0.247821,0.774169,0.213053
living_room/living_04_pexels_7511701.jpg,living_room,62,tv,0.82141,True,0.519474,0.461848,0.654825,0.594937,0.58715,0.528393,0.018014
living_room/living_04_pexels_7511701.jpg,living_room,75,vase,0.790454,True,0.454368,0.602199,0.479863,0.663262,0.467116,0.632731,0.001557
living_room/living_04_pexels_7511701.jpg,living_room,57,couch,0.622285,True,0.217994,0.565181,0.430405,0.759328,0.3242,0.662254,0.041239
living_room/living_04_pexels_7511701.jpg,living_room,58,potted plant,0.528683,True,0.456495,0.467771,0.527374,0.658421,0.491935,0.563096,0.013513
living_room/living_04_pexels_7511701.jpg,living_room,58,potted plant,0.499059,True,0.667353,0.632059,0.734669,0.696207,0.701011,0.664133,0.004318
living_room/living_04_pexels_7511701.jpg,living_room,57,couch,0.408253,True,0.808959,0.491004,0.989566,0.777961,0.899262,0.634482,0.051826
living_room/living_04_pexels_7511701.jpg,living_room,58,potted plant,0.317184,True,0.462555,0.467254,0.527757,0.604336,0.495156,0.535795,0.008938
living_room/living_05_pexels_6890390.jpg,living_room,57,couch,0.855071,True,0.414933,0.542352,0.671347,0.796873,0.54314,0.669613,0.065263
living_room/living_05_pexels_6890390.jpg,living_room,58,potted plant,0.818625,True,0.001201,0.564551,0.103248,0.726178,0.052224,0.645365,0.016494
living_room/living_05_pexels_6890390.jpg,living_room,56,chair,0.470546,True,0.91572,0.695746,0.999914,0.978922,0.957817,0.837334,0.023842
living_room/living_05_pexels_6890390.jpg,living_room,60,dining table,0.464545,True,0.667353,0.579344,0.950216,0.98809,0.808785,0.783717,0.115619
living_room/living_06_pexels_6758512.jpg,living_room,57,couch,0.865588,True,0.003982,0.623583,1.0,0.990155,0.501991,0.806869,0.365112
living_room/living_06_pexels_6758512.jpg,living_room,58,potted plant,0.658942,True,0.487943,0.530803,0.547877,0.61914,0.51791,0.574972,0.005294
living_room/living_06_pexels_6758512.jpg,living_room,56,chair,0.464761,True,0.359735,0.558565,0.437176,0.647035,0.398456,0.6028,0.006851
living_room/living_06_pexels_6758512.jpg,living_room,74,clock,0.400263,True,0.055047,0.385807,0.081782,0.424198,0.068414,0.405003,0.001026
living_room/living_06_pexels_6758512.jpg,living_room,56,chair,0.39703,True,0.000545,0.628415,0.111608,0.741649,0.056077,0.685032,0.012576
living_room/living_06_pexels_6758512.jpg,living_room,56,chair,0.386788,True,0.590747,0.561792,0.670306,0.644306,0.630527,0.603049,0.006565
living_room/living_06_pexels_6758512.jpg,living_room,56,chair,0.293175,True,0.640862,0.560185,0.669965,0.645251,0.655413,0.602718,0.002476
living_room/living_06_pexels_6758512.jpg,living_room,56,chair,0.289179,True,0.618821,0.559989,0.670162,0.64449,0.644491,0.60224,0.004338
study/study_01_pexels_19227252.jpg,study,74,clock,0.948936,True,0.0002,0.048197,0.293317,0.617288,0.146758,0.332743,0.16681
study/study_01_pexels_19227252.jpg,study,58,potted plant,0.844364,True,0.919601,0.656099,0.999499,0.822038,0.95955,0.739068,0.013258
study/study_01_pexels_19227252.jpg,study,56,chair,0.519306,True,0.698165,0.565313,0.838339,0.729917,0.768252,0.647615,0.023073
study/study_01_pexels_19227252.jpg,study,60,dining table,0.387217,True,0.402043,0.68406,0.999981,0.993553,0.701012,0.838806,0.185058
study/study_02_pexels_7535030.jpg,study,56,chair,0.685252,True,0.525468,0.555442,0.685037,0.921612,0.605252,0.738527,0.058429
study/study_02_pexels_7535030.jpg,study,56,chair,0.582026,True,0.692404,0.531355,0.758038,0.586913,0.725221,0.559134,0.003646
study/study_02_pexels_7535030.jpg,study,56,chair,0.443579,True,0.444111,0.537116,0.585902,0.787594,0.515007,0.662355,0.035516
study/study_02_pexels_7535030.jpg,study,56,chair,0.437325,True,0.442931,0.536328,0.547617,0.803164,0.495274,0.669746,0.027934
study/study_03_pexels_4307570.jpg,study,56,chair,0.858188,True,0.44595,0.471937,0.499956,0.617002,0.472953,0.54447,0.007834
study/study_03_pexels_4307570.jpg,study,56,chair,0.85148,True,0.21589,0.479119,0.307126,0.646786,0.261508,0.562952,0.015297
study/study_03_pexels_4307570.jpg,study,62,tv,0.303762,True,0.764565,0.348475,0.961828,0.603503,0.863196,0.475989,0.050308
study/study_04_pexels_5511088.jpg,study,56,chair,0.845033,True,0.379038,0.374645,0.508538,0.675686,0.443788,0.525165,0.038985
study/study_05_pexels_30843044.jpg,study,60,dining table,0.411158,True,0.00608,0.637602,0.986542,0.998033,0.496311,0.817817,0.353389
study/study_06_pexels_32177387.jpg,study,57,couch,0.801579,True,0.59608,0.604237,0.903015,0.965479,0.749547,0.784858,0.110878
study/study_06_pexels_32177387.jpg,study,56,chair,0.455275,True,0.190241,0.584066,0.367261,0.88961,0.278751,0.736838,0.054088
study/study_06_pexels_32177387.jpg,study,57,couch,0.414606,True,0.449511,0.748331,0.658771,0.991708,0.554141,0.870019,0.050929
study/study_06_pexels_32177387.jpg,study,56,chair,0.347704,True,0.447764,0.747232,0.660363,0.994891,0.554064,0.871061,0.052652
study/study_06_pexels_32177387.jpg,study,60,dining table,0.278962,True,0.023635,0.592242,0.309333,0.928417,0.166484,0.76033,0.096044
